variant,threads,N,K,chunk,time
dynamic,16,500000,24,4,2.689064
guided,16,500000,24,4,2.669208
sequential,16,500000,24,0,12.912199
static,16,500000,24,0,2.679256
dynamic,16,500000,24,4,2.668046
guided,16,500000,24,4,2.668091
sequential,16,500000,24,0,12.931323
static,16,500000,24,0,2.764189
dynamic,16,500000,24,16,2.705004
guided,16,500000,24,16,3.073404
sequential,16,500000,24,0,12.915752
static,16,500000,24,0,2.834978
dynamic,16,500000,24,16,2.781480
guided,16,500000,24,16,2.687760
sequential,16,500000,24,0,12.911354
static,16,500000,24,0,2.674227
dynamic,16,500000,24,16,2.659654
guided,16,500000,24,16,2.670822
sequential,16,500000,24,0,12.951503
static,16,500000,24,0,2.682151
dynamic,16,500000,24,64,2.680064
guided,16,500000,24,64,2.666875
sequential,16,500000,24,0,12.921428
static,16,500000,24,0,2.692262
dynamic,16,500000,24,64,2.752060
guided,16,500000,24,64,2.702891
sequential,16,500000,24,0,12.924520
static,16,500000,24,0,3.674125
dynamic,16,500000,24,64,4.286315
guided,16,500000,24,64,3.441153
sequential,1,500000,28,0,76.623819
static,1,500000,28,0,76.329479
dynamic,1,500000,28,1,76.234991
guided,1,500000,28,1,75.907476
sequential,1,500000,28,0,76.029237
static,1,500000,28,0,76.342405
dynamic,1,500000,28,1,76.113408
guided,1,500000,28,1,75.962385
sequential,1,500000,28,0,76.007580
static,1,500000,28,0,77.099029
dynamic,1,500000,28,1,78.007715
guided,1,500000,28,1,79.278718
sequential,1,500000,28,0,76.773922
static,1,500000,28,0,75.986745
dynamic,1,500000,28,4,76.055851
guided,1,500000,28,4,76.156426
sequential,1,500000,28,0,75.943451
static,1,500000,28,0,75.935972
dynamic,1,500000,28,4,75.966482
guided,1,500000,28,4,76.125984
sequential,1,500000,28,0,76.228537
static,1,500000,28,0,76.133129
dynamic,1,500000,28,4,76.048800
guided,1,500000,28,4,78.802959
sequential,1,500000,28,0,76.323080
static,1,500000,28,0,75.892794
dynamic,1,500000,28,16,76.057603
guided,1,500000,28,16,75.905397
sequential,1,500000,28,0,76.140660
static,1,500000,28,0,76.258309
dynamic,1,500000,28,16,75.937665
guided,1,500000,28,16,76.153792
sequential,1,500000,28,0,76.137698
static,1,500000,28,0,76.445370
dynamic,1,500000,28,16,76.097376
guided,1,500000,28,16,78.453908
sequential,1,500000,28,0,76.471993
static,1,500000,28,0,76.030254
dynamic,1,500000,28,64,76.024886
guided,1,500000,28,64,75.944765
sequential,1,500000,28,0,76.030478
static,1,500000,28,0,76.063059
dynamic,1,500000,28,64,75.987111
guided,1,500000,28,64,75.881162
sequential,1,500000,28,0,76.033174
static,1,500000,28,0,75.876041
dynamic,1,500000,28,64,76.105082
guided,1,500000,28,64,78.267279
sequential,2,500000,28,0,76.282805
static,2,500000,28,0,38.055231
dynamic,2,500000,28,1,38.048016
guided,2,500000,28,1,38.330080
sequential,2,500000,28,0,75.928977
static,2,500000,28,0,38.065802
dynamic,2,500000,28,1,38.073610
guided,2,500000,28,1,38.129421
sequential,2,500000,28,0,75.902739
static,2,500000,28,0,38.219973
dynamic,2,500000,28,1,38.330117
guided,2,500000,28,1,38.063310
sequential,2,500000,28,0,76.093050
static,2,500000,28,0,38.112501
dynamic,2,500000,28,4,38.077463
guided,2,500000,28,4,38.338341
sequential,2,500000,28,0,77.570931
static,2,500000,28,0,40.343009
dynamic,2,500000,28,4,38.373282
guided,2,500000,28,4,38.283118
sequential,2,500000,28,0,76.246548
static,2,500000,28,0,38.157722
dynamic,2,500000,28,4,38.344542
guided,2,500000,28,4,38.208861
sequential,2,500000,28,0,76.178013
static,2,500000,28,0,38.054104
dynamic,2,500000,28,16,38.357209
guided,2,500000,28,16,38.323586
sequential,2,500000,28,0,75.919774
static,2,500000,28,0,38.213820
dynamic,2,500000,28,16,38.024638
guided,2,500000,28,16,38.146334
sequential,2,500000,28,0,75.970789
static,2,500000,28,0,38.030850
dynamic,2,500000,28,16,38.181870
guided,2,500000,28,16,38.075835
sequential,2,500000,28,0,78.416748
static,2,500000,28,0,38.235176
dynamic,2,500000,28,64,38.086637
guided,2,500000,28,64,38.005148
sequential,2,500000,28,0,76.033353
static,2,500000,28,0,37.997745
dynamic,2,500000,28,64,38.250128
guided,2,500000,28,64,38.031648
sequential,2,500000,28,0,75.963993
static,2,500000,28,0,37.980132
dynamic,2,500000,28,64,38.044880
guided,2,500000,28,64,38.109929
sequential,4,500000,28,0,76.068789
static,4,500000,28,0,19.810132
dynamic,4,500000,28,1,20.368890
guided,4,500000,28,1,20.121373
sequential,4,500000,28,0,76.622182
static,4,500000,28,0,20.042871
dynamic,4,500000,28,1,22.788995
guided,4,500000,28,1,19.888491
sequential,4,500000,28,0,77.470628
static,4,500000,28,0,21.581676
dynamic,4,500000,28,1,19.883244
guided,4,500000,28,1,20.248332
sequential,4,500000,28,0,76.071904
static,4,500000,28,0,19.887892
dynamic,4,500000,28,4,19.870797
guided,4,500000,28,4,19.835858
sequential,4,500000,28,0,75.887903
static,4,500000,28,0,20.100506
dynamic,4,500000,28,4,20.025080
guided,4,500000,28,4,19.925333
sequential,4,500000,28,0,76.142071
static,4,500000,28,0,20.079030
dynamic,4,500000,28,4,19.824196
guided,4,500000,28,4,19.827013
sequential,4,500000,28,0,76.177340
static,4,500000,28,0,20.000403
dynamic,4,500000,28,16,19.785817
guided,4,500000,28,16,19.997019
sequential,4,500000,28,0,75.950661
static,4,500000,28,0,19.836471
dynamic,4,500000,28,16,19.946418
guided,4,500000,28,16,20.127026
sequential,4,500000,28,0,75.830834
static,4,500000,28,0,19.905384
dynamic,4,500000,28,16,19.909897
guided,4,500000,28,16,20.085836
sequential,4,500000,28,0,78.309051
static,4,500000,28,0,20.149498
dynamic,4,500000,28,64,20.059440
guided,4,500000,28,64,19.846783
sequential,4,500000,28,0,76.290682
static,4,500000,28,0,20.479885
dynamic,4,500000,28,64,20.673315
guided,4,500000,28,64,20.717552
sequential,4,500000,28,0,76.188205
static,4,500000,28,0,20.485945
dynamic,4,500000,28,64,20.958883
guided,4,500000,28,64,20.623886
sequential,8,500000,28,0,76.316779
static,8,500000,28,0,15.862713
dynamic,8,500000,28,1,15.935807
guided,8,500000,28,1,16.206673
sequential,8,500000,28,0,75.937509
static,8,500000,28,0,15.853174
dynamic,8,500000,28,1,15.663470
guided,8,500000,28,1,15.969859
sequential,8,500000,28,0,76.254748
static,8,500000,28,0,16.257984
dynamic,8,500000,28,1,15.608432
guided,8,500000,28,1,15.652410
sequential,8,500000,28,0,75.954158
static,8,500000,28,0,16.082814
dynamic,8,500000,28,4,17.100504
guided,8,500000,28,4,17.559683
sequential,8,500000,28,0,78.201798
static,8,500000,28,0,16.082020
dynamic,8,500000,28,4,15.768575
guided,8,500000,28,4,15.804462
sequential,8,500000,28,0,76.206350
static,8,500000,28,0,15.652823
dynamic,8,500000,28,4,15.590797
guided,8,500000,28,4,15.946956
sequential,8,500000,28,0,75.929684
static,8,500000,28,0,16.014253
dynamic,8,500000,28,16,15.812627
guided,8,500000,28,16,15.656095
sequential,8,500000,28,0,76.046227
static,8,500000,28,0,15.843141
dynamic,8,500000,28,16,16.166933
guided,8,500000,28,16,16.541092
sequential,8,500000,28,0,75.947162
static,8,500000,28,0,15.623211
dynamic,8,500000,28,16,15.656862
guided,8,500000,28,16,16.159671
sequential,8,500000,28,0,76.203268
static,8,500000,28,0,15.653827
dynamic,8,500000,28,64,15.698112
guided,8,500000,28,64,15.984291
sequential,8,500000,28,0,76.072608
static,8,500000,28,0,15.593313
dynamic,8,500000,28,64,15.705281
guided,8,500000,28,64,16.151083
sequential,8,500000,28,0,78.040499
static,8,500000,28,0,15.655580
dynamic,8,500000,28,64,16.159931
guided,8,500000,28,64,16.036372
sequential,16,500000,28,0,75.962614
static,16,500000,28,0,15.723856
dynamic,16,500000,28,1,15.731378
guided,16,500000,28,1,16.171868
sequential,16,500000,28,0,75.918259
static,16,500000,28,0,15.753637
dynamic,16,500000,28,1,15.741587
guided,16,500000,28,1,16.107236
sequential,16,500000,28,0,75.877969
static,16,500000,28,0,15.800158
dynamic,16,500000,28,1,15.813967
guided,16,500000,28,1,16.107462
sequential,16,500000,28,0,75.959324
static,16,500000,28,0,15.920660
dynamic,16,500000,28,4,15.768215
guided,16,500000,28,4,16.575456
sequential,16,500000,28,0,75.874715
static,16,500000,28,0,16.054446
dynamic,16,500000,28,4,15.930580
guided,16,500000,28,4,16.449916
sequential,16,500000,28,0,75.923732
static,16,500000,28,0,15.756742
dynamic,16,500000,28,4,15.894099
guided,16,500000,28,4,15.980828
sequential,16,500000,28,0,77.742177
static,16,500000,28,0,17.920165
dynamic,16,500000,28,16,15.738366
guided,16,500000,28,16,15.742323
sequential,16,500000,28,0,76.003789
static,16,500000,28,0,16.970170
dynamic,16,500000,28,16,16.787253
guided,16,500000,28,16,15.978222
sequential,16,500000,28,0,76.047242
static,16,500000,28,0,15.760433
dynamic,16,500000,28,16,15.645323
guided,16,500000,28,16,16.464384
sequential,16,500000,28,0,76.010060
static,16,500000,28,0,16.062737
dynamic,16,500000,28,64,16.626455
guided,16,500000,28,64,16.375497
sequential,16,500000,28,0,76.438439
static,16,500000,28,0,15.733674
dynamic,16,500000,28,64,15.837636
guided,16,500000,28,64,15.663385
sequential,16,500000,28,0,76.292623
static,16,500000,28,0,16.422713
dynamic,16,500000,28,64,16.283381
guided,16,500000,28,64,16.816357
sequential,1,1000000,20,0,4.540050
static,1,1000000,20,0,4.529955
dynamic,1,1000000,20,1,4.541122
guided,1,1000000,20,1,4.533604
sequential,1,1000000,20,0,4.532155
static,1,1000000,20,0,4.535321
dynamic,1,1000000,20,1,4.535226
guided,1,1000000,20,1,4.551707
sequential,1,1000000,20,0,4.530585
static,1,1000000,20,0,4.546002
dynamic,1,1000000,20,1,4.546519
guided,1,1000000,20,1,4.514736
sequential,1,1000000,20,0,4.558472
static,1,1000000,20,0,4.541095
dynamic,1,1000000,20,4,4.546027
guided,1,1000000,20,4,4.529146
sequential,1,1000000,20,0,4.522981
static,1,1000000,20,0,4.520115
dynamic,1,1000000,20,4,4.529209
guided,1,1000000,20,4,4.527259
sequential,1,1000000,20,0,4.531338
static,1,1000000,20,0,4.528092
dynamic,1,1000000,20,4,4.529508
guided,1,1000000,20,4,4.525433
sequential,1,1000000,20,0,4.540762
static,1,1000000,20,0,4.640371
dynamic,1,1000000,20,16,4.575458
guided,1,1000000,20,16,4.539759
sequential,1,1000000,20,0,4.907168
static,1,1000000,20,0,4.565060
dynamic,1,1000000,20,16,4.534644
guided,1,1000000,20,16,4.538778
sequential,1,1000000,20,0,4.543084
static,1,1000000,20,0,4.529595
dynamic,1,1000000,20,16,4.536890
guided,1,1000000,20,16,4.537079
sequential,1,1000000,20,0,4.540262
static,1,1000000,20,0,4.543161
dynamic,1,1000000,20,64,4.597253
guided,1,1000000,20,64,4.567114
sequential,1,1000000,20,0,4.558151
static,1,1000000,20,0,4.545889
dynamic,1,1000000,20,64,4.630379
guided,1,1000000,20,64,5.009564
sequential,1,1000000,20,0,5.659627
static,1,1000000,20,0,5.229286
dynamic,1,1000000,20,64,4.716353
guided,1,1000000,20,64,4.551462
sequential,2,1000000,20,0,4.543515
static,2,1000000,20,0,2.282974
dynamic,2,1000000,20,1,2.274570
guided,2,1000000,20,1,2.411101
sequential,2,1000000,20,0,4.615428
static,2,1000000,20,0,2.268586
dynamic,2,1000000,20,1,2.289933
guided,2,1000000,20,1,2.290296
sequential,2,1000000,20,0,4.539340
static,2,1000000,20,0,2.271335
dynamic,2,1000000,20,1,2.287669
guided,2,1000000,20,1,2.280595
sequential,2,1000000,20,0,4.538130
static,2,1000000,20,0,2.287700
dynamic,2,1000000,20,4,2.289405
guided,2,1000000,20,4,2.289459
sequential,2,1000000,20,0,4.552729
static,2,1000000,20,0,2.285153
dynamic,2,1000000,20,4,2.326676
guided,2,1000000,20,4,2.297900
sequential,2,1000000,20,0,4.552029
static,2,1000000,20,0,2.296545
dynamic,2,1000000,20,4,2.311385
guided,2,1000000,20,4,2.291131
sequential,2,1000000,20,0,4.557999
static,2,1000000,20,0,2.318186
dynamic,2,1000000,20,16,2.322158
guided,2,1000000,20,16,2.292103
sequential,2,1000000,20,0,4.563935
static,2,1000000,20,0,2.269613
dynamic,2,1000000,20,16,2.267093
guided,2,1000000,20,16,2.271977
sequential,2,1000000,20,0,4.546118
static,2,1000000,20,0,2.290606
dynamic,2,1000000,20,16,2.268862
guided,2,1000000,20,16,2.267460
sequential,2,1000000,20,0,4.525749
static,2,1000000,20,0,2.266191
dynamic,2,1000000,20,64,2.265158
guided,2,1000000,20,64,2.319102
sequential,2,1000000,20,0,4.559867
static,2,1000000,20,0,2.275914
dynamic,2,1000000,20,64,2.265858
guided,2,1000000,20,64,2.317321
sequential,2,1000000,20,0,4.525441
static,2,1000000,20,0,2.279298
dynamic,2,1000000,20,64,2.289996
guided,2,1000000,20,64,2.353864
sequential,4,1000000,20,0,4.631764
static,4,1000000,20,0,1.184560
dynamic,4,1000000,20,1,1.198353
guided,4,1000000,20,1,1.187497
sequential,4,1000000,20,0,4.536892
static,4,1000000,20,0,1.182969
dynamic,4,1000000,20,1,1.194653
guided,4,1000000,20,1,1.189850
sequential,4,1000000,20,0,4.516398
static,4,1000000,20,0,1.189361
dynamic,4,1000000,20,1,1.178671
guided,4,1000000,20,1,1.194668
sequential,4,1000000,20,0,4.530929
static,4,1000000,20,0,1.176265
dynamic,4,1000000,20,4,1.184719
guided,4,1000000,20,4,1.186977
sequential,4,1000000,20,0,4.558736
static,4,1000000,20,0,1.186038
dynamic,4,1000000,20,4,1.207904
guided,4,1000000,20,4,1.182488
sequential,4,1000000,20,0,4.525019
static,4,1000000,20,0,1.200694
dynamic,4,1000000,20,4,1.191495
guided,4,1000000,20,4,1.179632
sequential,4,1000000,20,0,4.534487
static,4,1000000,20,0,1.226197
dynamic,4,1000000,20,16,1.223545
guided,4,1000000,20,16,1.193930
sequential,4,1000000,20,0,4.555209
static,4,1000000,20,0,1.185417
dynamic,4,1000000,20,16,1.181234
guided,4,1000000,20,16,1.193083
sequential,4,1000000,20,0,4.540320
static,4,1000000,20,0,1.187220
dynamic,4,1000000,20,16,1.188305
guided,4,1000000,20,16,1.178102
sequential,4,1000000,20,0,4.536154
static,4,1000000,20,0,1.176801
dynamic,4,1000000,20,64,1.177948
guided,4,1000000,20,64,1.187434
sequential,4,1000000,20,0,4.513429
static,4,1000000,20,0,1.177911
dynamic,4,1000000,20,64,1.201440
guided,4,1000000,20,64,1.182245
sequential,4,1000000,20,0,4.518889
static,4,1000000,20,0,1.184394
dynamic,4,1000000,20,64,1.237559
guided,4,1000000,20,64,1.180418
sequential,8,1000000,20,0,4.536238
static,8,1000000,20,0,0.932367
dynamic,8,1000000,20,1,0.933695
guided,8,1000000,20,1,0.931060
sequential,8,1000000,20,0,4.527137
static,8,1000000,20,0,0.948558
dynamic,8,1000000,20,1,0.941705
guided,8,1000000,20,1,0.935084
sequential,8,1000000,20,0,4.527360
static,8,1000000,20,0,1.003136
dynamic,8,1000000,20,1,0.933978
guided,8,1000000,20,1,0.979031
sequential,8,1000000,20,0,4.640568
static,8,1000000,20,0,0.946552
dynamic,8,1000000,20,4,0.947264
guided,8,1000000,20,4,0.934399
sequential,8,1000000,20,0,4.525351
static,8,1000000,20,0,0.935228
dynamic,8,1000000,20,4,0.938847
guided,8,1000000,20,4,0.926991
sequential,8,1000000,20,0,4.614791
static,8,1000000,20,0,0.927223
dynamic,8,1000000,20,4,0.941890
guided,8,1000000,20,4,0.934038
sequential,8,1000000,20,0,4.523432
static,8,1000000,20,0,0.934643
dynamic,8,1000000,20,16,0.932296
guided,8,1000000,20,16,0.934792
sequential,8,1000000,20,0,4.603359
static,8,1000000,20,0,0.936362
dynamic,8,1000000,20,16,1.000757
guided,8,1000000,20,16,0.956499
sequential,8,1000000,20,0,4.559590
static,8,1000000,20,0,0.935644
dynamic,8,1000000,20,16,0.925277
guided,8,1000000,20,16,0.959298
sequential,8,1000000,20,0,4.534322
static,8,1000000,20,0,0.965793
dynamic,8,1000000,20,64,0.936781
guided,8,1000000,20,64,0.936435
sequential,8,1000000,20,0,4.525005
static,8,1000000,20,0,0.938330
dynamic,8,1000000,20,64,0.979956
guided,8,1000000,20,64,0.933245
sequential,8,1000000,20,0,4.524790
static,8,1000000,20,0,0.938968
dynamic,8,1000000,20,64,0.927051
guided,8,1000000,20,64,0.946841
sequential,16,1000000,20,0,4.547338
static,16,1000000,20,0,0.937408
dynamic,16,1000000,20,1,0.949670
guided,16,1000000,20,1,0.929991
sequential,16,1000000,20,0,4.531763
static,16,1000000,20,0,0.941413
dynamic,16,1000000,20,1,0.932291
guided,16,1000000,20,1,0.985398
sequential,16,1000000,20,0,4.526595
static,16,1000000,20,0,0.936742
dynamic,16,1000000,20,1,0.959340
guided,16,1000000,20,1,0.938865
sequential,16,1000000,20,0,4.530430
static,16,1000000,20,0,0.929342
dynamic,16,1000000,20,4,0.947296
guided,16,1000000,20,4,0.995408
sequential,16,1000000,20,0,4.526027
static,16,1000000,20,0,0.950017
dynamic,16,1000000,20,4,0.932152
guided,16,1000000,20,4,0.942015
sequential,16,1000000,20,0,4.531426
static,16,1000000,20,0,0.943835
dynamic,16,1000000,20,4,0.946665
guided,16,1000000,20,4,0.946295
sequential,16,1000000,20,0,4.546210
static,16,1000000,20,0,0.941426
dynamic,16,1000000,20,16,0.929661
guided,16,1000000,20,16,0.991848
sequential,16,1000000,20,0,4.559818
static,16,1000000,20,0,0.954887
dynamic,16,1000000,20,16,0.941206
guided,16,1000000,20,16,0.967753
sequential,16,1000000,20,0,4.530553
static,16,1000000,20,0,0.947925
dynamic,16,1000000,20,16,0.959591
guided,16,1000000,20,16,0.928688
sequential,16,1000000,20,0,4.543903
static,16,1000000,20,0,0.945126
dynamic,16,1000000,20,64,0.926145
guided,16,1000000,20,64,0.939640
sequential,16,1000000,20,0,4.522053
static,16,1000000,20,0,0.942352
dynamic,16,1000000,20,64,0.940208
guided,16,1000000,20,64,0.933024
sequential,16,1000000,20,0,4.524597
static,16,1000000,20,0,0.939615
dynamic,16,1000000,20,64,0.929626
guided,16,1000000,20,64,0.956701
sequential,1,1000000,24,0,25.873010
static,1,1000000,24,0,25.833058
dynamic,1,1000000,24,1,25.883765
guided,1,1000000,24,1,25.854442
sequential,1,1000000,24,0,25.847735
static,1,1000000,24,0,25.850152
dynamic,1,1000000,24,1,25.867148
guided,1,1000000,24,1,25.975217
sequential,1,1000000,24,0,26.088997
static,1,1000000,24,0,25.965072
dynamic,1,1000000,24,1,25.932069
guided,1,1000000,24,1,25.879108
sequential,1,1000000,24,0,25.915232
static,1,1000000,24,0,25.839614
dynamic,1,1000000,24,4,25.884571
guided,1,1000000,24,4,25.823999
sequential,1,1000000,24,0,25.863263
static,1,1000000,24,0,25.834403
dynamic,1,1000000,24,4,27.641650
guided,1,1000000,24,4,27.013788
sequential,1,1000000,24,0,25.988659
static,1,1000000,24,0,25.896190
dynamic,1,1000000,24,4,25.899236
guided,1,1000000,24,4,25.886890
sequential,1,1000000,24,0,25.885696
static,1,1000000,24,0,25.850790
dynamic,1,1000000,24,16,25.852833
guided,1,1000000,24,16,25.887084
sequential,1,1000000,24,0,25.906485
static,1,1000000,24,0,25.800824
dynamic,1,1000000,24,16,25.867433
guided,1,1000000,24,16,25.869687
sequential,1,1000000,24,0,25.879172
static,1,1000000,24,0,26.053823
dynamic,1,1000000,24,16,25.854216
guided,1,1000000,24,16,26.391637
sequential,1,1000000,24,0,26.070535
static,1,1000000,24,0,25.860179
dynamic,1,1000000,24,64,25.840766
guided,1,1000000,24,64,25.873435
sequential,1,1000000,24,0,25.844724
static,1,1000000,24,0,25.844221
dynamic,1,1000000,24,64,25.891766
guided,1,1000000,24,64,25.934958
sequential,1,1000000,24,0,25.858468
static,1,1000000,24,0,25.979097
dynamic,1,1000000,24,64,25.962927
guided,1,1000000,24,64,25.857418
sequential,2,1000000,24,0,25.812765
static,2,1000000,24,0,12.962015
dynamic,2,1000000,24,1,12.974486
guided,2,1000000,24,1,12.940126
sequential,2,1000000,24,0,25.837042
static,2,1000000,24,0,12.970727
dynamic,2,1000000,24,1,12.949187
guided,2,1000000,24,1,15.237578
sequential,2,1000000,24,0,26.179904
static,2,1000000,24,0,12.995748
dynamic,2,1000000,24,1,12.963217
guided,2,1000000,24,1,12.946815
sequential,2,1000000,24,0,25.928858
static,2,1000000,24,0,12.982415
dynamic,2,1000000,24,4,12.928416
guided,2,1000000,24,4,12.981853
sequential,2,1000000,24,0,26.105246
static,2,1000000,24,0,12.960090
dynamic,2,1000000,24,4,12.971193
guided,2,1000000,24,4,12.951696
sequential,2,1000000,24,0,25.830692
static,2,1000000,24,0,12.941011
dynamic,2,1000000,24,4,12.997933
guided,2,1000000,24,4,12.945338
sequential,2,1000000,24,0,25.930332
static,2,1000000,24,0,12.932956
dynamic,2,1000000,24,16,12.960332
guided,2,1000000,24,16,12.962957
sequential,2,1000000,24,0,25.827088
static,2,1000000,24,0,12.970330
dynamic,2,1000000,24,16,12.996909
guided,2,1000000,24,16,13.049677
sequential,2,1000000,24,0,25.847153
static,2,1000000,24,0,12.981077
dynamic,2,1000000,24,16,12.958777
guided,2,1000000,24,16,13.077743
sequential,2,1000000,24,0,25.916434
static,2,1000000,24,0,12.977371
dynamic,2,1000000,24,64,12.936512
guided,2,1000000,24,64,12.978472
sequential,2,1000000,24,0,25.874095
static,2,1000000,24,0,12.954766
dynamic,2,1000000,24,64,12.956754
guided,2,1000000,24,64,12.953709
sequential,2,1000000,24,0,25.854632
static,2,1000000,24,0,12.973620
dynamic,2,1000000,24,64,12.985406
guided,2,1000000,24,64,13.049979
sequential,4,1000000,24,0,26.016672
static,4,1000000,24,0,7.970648
dynamic,4,1000000,24,1,7.325191
guided,4,1000000,24,1,7.342680
sequential,4,1000000,24,0,26.169057
static,4,1000000,24,0,7.856127
dynamic,4,1000000,24,1,7.074144
guided,4,1000000,24,1,7.497473
sequential,4,1000000,24,0,26.820070
static,4,1000000,24,0,7.243844
dynamic,4,1000000,24,1,7.939122
guided,4,1000000,24,1,7.264042
sequential,4,1000000,24,0,28.157808
static,4,1000000,24,0,8.232456
dynamic,4,1000000,24,4,7.238075
guided,4,1000000,24,4,7.367981
sequential,4,1000000,24,0,26.493608
static,4,1000000,24,0,7.173569
dynamic,4,1000000,24,4,7.024330
guided,4,1000000,24,4,7.059883
sequential,4,1000000,24,0,28.919569
static,4,1000000,24,0,7.412383
dynamic,4,1000000,24,4,7.110967
guided,4,1000000,24,4,7.258301
sequential,4,1000000,24,0,26.602732
static,4,1000000,24,0,6.910392
dynamic,4,1000000,24,16,6.780661
guided,4,1000000,24,16,6.822798
sequential,4,1000000,24,0,26.250697
static,4,1000000,24,0,6.854822
dynamic,4,1000000,24,16,6.729859
guided,4,1000000,24,16,6.868971
sequential,4,1000000,24,0,26.385288
static,4,1000000,24,0,6.786818
dynamic,4,1000000,24,16,6.746282
guided,4,1000000,24,16,7.072669
sequential,4,1000000,24,0,26.346442
static,4,1000000,24,0,7.027104
dynamic,4,1000000,24,64,6.720570
guided,4,1000000,24,64,6.755439
sequential,4,1000000,24,0,25.865664
static,4,1000000,24,0,6.855320
dynamic,4,1000000,24,64,6.850227
guided,4,1000000,24,64,6.768564
sequential,4,1000000,24,0,25.846403
static,4,1000000,24,0,6.891354
dynamic,4,1000000,24,64,6.782363
guided,4,1000000,24,64,6.753350
sequential,8,1000000,24,0,25.851477
static,8,1000000,24,0,5.384801
dynamic,8,1000000,24,1,5.337720
guided,8,1000000,24,1,5.371802
sequential,8,1000000,24,0,25.880438
static,8,1000000,24,0,5.406187
dynamic,8,1000000,24,1,5.741994
guided,8,1000000,24,1,5.361277
sequential,8,1000000,24,0,25.848422
static,8,1000000,24,0,5.350026
dynamic,8,1000000,24,1,5.342502
guided,8,1000000,24,1,5.332772
sequential,8,1000000,24,0,25.916305
static,8,1000000,24,0,5.414519
dynamic,8,1000000,24,4,5.637328
guided,8,1000000,24,4,5.380324
sequential,8,1000000,24,0,25.949108
static,8,1000000,24,0,5.328857
dynamic,8,1000000,24,4,5.327427
guided,8,1000000,24,4,5.330892
sequential,8,1000000,24,0,25.843597
static,8,1000000,24,0,5.334398
dynamic,8,1000000,24,4,5.396696
guided,8,1000000,24,4,5.342998
sequential,8,1000000,24,0,25.828820
static,8,1000000,24,0,5.374383
dynamic,8,1000000,24,16,5.335361
guided,8,1000000,24,16,5.336117
sequential,8,1000000,24,0,25.862289
static,8,1000000,24,0,5.371070
dynamic,8,1000000,24,16,5.346260
guided,8,1000000,24,16,5.349579
sequential,8,1000000,24,0,25.892859
static,8,1000000,24,0,5.452730
dynamic,8,1000000,24,16,5.420559
guided,8,1000000,24,16,5.403745
sequential,8,1000000,24,0,25.873856
static,8,1000000,24,0,5.349026
dynamic,8,1000000,24,64,5.342398
guided,8,1000000,24,64,5.344547
sequential,8,1000000,24,0,25.855159
static,8,1000000,24,0,5.335037
dynamic,8,1000000,24,64,5.372776
guided,8,1000000,24,64,5.358755
sequential,8,1000000,24,0,25.959569
static,8,1000000,24,0,5.380378
dynamic,8,1000000,24,64,5.416025
guided,8,1000000,24,64,5.398234
sequential,16,1000000,24,0,25.830360
static,16,1000000,24,0,5.363672
dynamic,16,1000000,24,1,5.353313
guided,16,1000000,24,1,5.657313
sequential,16,1000000,24,0,27.986008
static,16,1000000,24,0,5.885527
dynamic,16,1000000,24,1,5.380138
guided,16,1000000,24,1,5.339181
sequential,16,1000000,24,0,25.930428
static,16,1000000,24,0,5.328746
dynamic,16,1000000,24,1,5.343027
guided,16,1000000,24,1,5.385995
sequential,16,1000000,24,0,25.941971
static,16,1000000,24,0,5.368072
dynamic,16,1000000,24,4,5.432091
guided,16,1000000,24,4,5.449644
sequential,16,1000000,24,0,25.859465
static,16,1000000,24,0,5.839265
dynamic,16,1000000,24,4,5.327747
guided,16,1000000,24,4,5.365153
sequential,16,1000000,24,0,25.890393
static,16,1000000,24,0,5.351867
dynamic,16,1000000,24,4,5.324184
guided,16,1000000,24,4,5.487510
sequential,16,1000000,24,0,25.969874
static,16,1000000,24,0,5.480497
dynamic,16,1000000,24,16,5.543077
guided,16,1000000,24,16,5.338656
sequential,16,1000000,24,0,25.878838
static,16,1000000,24,0,5.334231
dynamic,16,1000000,24,16,5.410283
guided,16,1000000,24,16,5.560155
sequential,16,1000000,24,0,25.832435
static,16,1000000,24,0,5.336284
dynamic,16,1000000,24,16,5.474009
guided,16,1000000,24,16,5.407339
sequential,16,1000000,24,0,25.906646
static,16,1000000,24,0,5.341565
dynamic,16,1000000,24,64,5.341804
guided,16,1000000,24,64,5.346846
sequential,16,1000000,24,0,25.884672
static,16,1000000,24,0,5.337422
dynamic,16,1000000,24,64,5.376924
guided,16,1000000,24,64,5.414095
sequential,16,1000000,24,0,25.836170
static,16,1000000,24,0,5.392285
dynamic,16,1000000,24,64,5.354414
guided,16,1000000,24,64,5.372862
sequential,1,1000000,28,0,151.994090
static,1,1000000,28,0,151.847847
dynamic,1,1000000,28,1,152.045198
guided,1,1000000,28,1,154.792292
sequential,1,1000000,28,0,151.948086
static,1,1000000,28,0,151.775208
dynamic,1,1000000,28,1,151.974760
guided,1,1000000,28,1,151.970006
sequential,1,1000000,28,0,155.057756
static,1,1000000,28,0,153.210647
dynamic,1,1000000,28,1,152.644762
guided,1,1000000,28,1,152.420541
sequential,1,1000000,28,0,151.917047
static,1,1000000,28,0,153.881586
dynamic,1,1000000,28,4,154.542546
guided,1,1000000,28,4,152.519224
sequential,1,1000000,28,0,152.703042
static,1,1000000,28,0,151.999186
dynamic,1,1000000,28,4,152.038394
guided,1,1000000,28,4,151.871924
