variant,threads,N,K,chunk,time
guided,1,500000,28,16,78.643980
sequential,1,500000,28,0,77.827969
static,1,500000,28,0,78.193081
dynamic,1,500000,28,16,78.321756
guided,1,500000,28,16,78.958329
sequential,1,500000,28,0,80.370156
static,1,500000,28,0,78.072978
dynamic,1,500000,28,64,79.277706
guided,1,500000,28,64,80.682425
sequential,1,500000,28,0,78.867460
static,1,500000,28,0,81.438189
dynamic,1,500000,28,64,78.662382
guided,1,500000,28,64,78.330788
sequential,1,500000,28,0,78.986489
static,1,500000,28,0,82.723214
dynamic,1,500000,28,64,86.832157
guided,1,500000,28,64,83.412368
sequential,2,500000,28,0,127.383045
static,2,500000,28,0,99.415415
dynamic,2,500000,28,1,1463.296095
guided,2,500000,28,1,53.877080
sequential,2,500000,28,0,107.555809
static,2,500000,28,0,56.630670
dynamic,2,500000,28,1,53.624016
guided,2,500000,28,1,57.112579
sequential,2,500000,28,0,126.082079
static,2,500000,28,0,62.655082
dynamic,2,500000,28,1,65.854691
guided,2,500000,28,1,62.367516
sequential,2,500000,28,0,113.229527
static,2,500000,28,0,71.820346
dynamic,2,500000,28,4,66.078159
guided,2,500000,28,4,60.594624
sequential,2,500000,28,0,118.400786
static,2,500000,28,0,61.108424
dynamic,2,500000,28,4,61.450432
guided,2,500000,28,4,61.997431
sequential,2,500000,28,0,135.929461
static,2,500000,28,0,65.361842
dynamic,2,500000,28,4,64.972384
guided,2,500000,28,4,63.700546
